Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Bus,40561,Good,3,4,Diesel,Automatic,1500,73861,2023-08-16,2025-11-03,Second,27783,4,0,16.56692426288302,Good,Good,Good,0
SUV,46789,Good,0,5,Diesel,Manual,1500,106307,2023-12-05,2025-05-13,First,21600,6,2,11.68650235169135,Worn Out,Good,Good,0
Car,33574,Average,5,5,Electric,Manual,2000,31101,2023-08-07,2025-11-19,Third,28577,2,1,13.866666741554003,Good,Good,New,1
Bus,71630,Average,3,9,Electric,Automatic,800,60057,2023-05-09,2025-01-08,Third,9613,3,3,18.080596691183878,New,New,New,1
Bus,53614,Good,0,6,Diesel,Automatic,1000,106207,2023-10-05,2026-02-15,Second,5660,7,1,14.258127781546634,Good,New,New,0
Car,69974,Poor,4,8,Electric,Manual,1500,53192,2023-04-22,2024-05-11,Third,25701,4,3,19.651132736454414,Worn Out,New,New,1
SUV,46657,Good,5,6,Diesel,Manual,1000,73599,2023-10-28,2025-05-30,First,13151,4,3,14.66419013076958,Good,New,Good,1
Car,67206,Poor,5,5,Electric,Automatic,2500,16565,2023-05-29,2024-07-22,First,29287,9,2,10.732370011059105,Good,New,Weak,1
Bus,45838,Good,1,2,Diesel,Automatic,2500,61380,2023-10-26,2025-12-14,Second,16702,1,3,13.630772781805867,New,New,Weak,1
SUV,36262,Average,3,3,Petrol,Automatic,2000,122855,2024-02-18,2025-06-26,First,21500,10,0,13.779068547872374,Worn Out,Worn Out,New,1
Van,59845,Average,5,10,Petrol,Automatic,2500,142157,2023-06-10,2024-06-23,Third,7076,10,0,14.026430753790896,Good,Good,Good,1
Car,78547,Average,5,9,Electric,Automatic,2500,132463,2023-10-02,2025-10-22,First,6725,8,0,18.094520363118683,Worn Out,Good,Good,1
Motorcycle,62480,Good,4,10,Petrol,Manual,800,108418,2023-04-26,2024-10-02,Third,18150,6,0,16.60189136499343,Good,Worn Out,New,1
Motorcycle,73692,Good,3,10,Diesel,Manual,800,42050,2023-04-19,2026-03-11,Second,21839,9,2,14.804421006557611,Worn Out,Worn Out,Good,1
Bus,36124,Good,0,9,Diesel,Manual,800,49038,2023-10-29,2024-05-04,First,29471,7,2,12.778194530686836,New,Good,Weak,1
Van,36947,Poor,3,5,Electric,Automatic,1000,127133,2023-10-01,2025-02-16,First,23079,1,1,14.585539246414044,New,New,New,1
Motorcycle,69516,Poor,1,7,Electric,Manual,2000,83177,2023-07-01,2025-03-09,Third,19716,5,3,16.4333076412081,New,Worn Out,Good,1
Truck,37865,Poor,1,10,Petrol,Manual,2500,94251,2023-10-20,2026-01-10,Second,7093,10,3,14.939333341955841,New,Worn Out,Weak,1
Van,34871,Poor,5,8,Electric,Automatic,1500,91984,2023-11-03,2025-02-28,First,25538,5,2,10.429340039056271,New,Worn Out,Weak,1
SUV,71368,Poor,1,10,Petrol,Manual,2500,125352,2023-08-25,2024-11-29,Third,9309,3,3,17.749754410229876,Good,Good,New,0
Bus,58734,Average,1,10,Electric,Manual,800,127549,2023-07-11,2025-11-29,Second,11197,8,0,11.228485451123726,New,Good,Good,0
Van,46829,Good,1,10,Electric,Manual,2000,131836,2023-12-24,2025-12-02,Second,12488,7,2,14.810240335518735,Good,Worn Out,Weak,1
SUV,48970,Poor,3,7,Petrol,Automatic,800,60000,2024-02-18,2025-07-22,First,20830,10,2,16.86788548282809,Worn Out,Good,Good,1
Car,43846,Poor,2,9,Diesel,Manual,1500,96909,2023-11-08,2024-06-03,First,19335,4,3,13.751772950704217,Worn Out,Worn Out,New,1
Motorcycle,68599,Average,5,1,Petrol,Automatic,1500,78496,2023-10-19,2025-12-31,Third,16807,2,1,19.12799848181716,Good,Worn Out,Weak,1
Bus,75842,Average,1,5,Diesel,Manual,1000,49799,2023-08-20,2025-11-18,Second,15960,9,3,14.590475746319232,New,Worn Out,New,1
Van,53251,Good,3,2,Petrol,Automatic,2500,125307,2023-07-30,2024-07-29,First,8832,2,0,15.214844474797657,Worn Out,New,New,0
SUV,68523,Average,3,3,Diesel,Manual,1000,16036,2024-01-18,2025-06-06,Third,25139,2,3,13.5201606819459,Worn Out,New,Good,1
Car,51871,Poor,5,5,Diesel,Automatic,800,111214,2023-05-19,2024-07-13,Second,17829,4,1,12.182200545712115,New,Good,Weak,1
Car,67080,Poor,2,10,Diesel,Manual,2500,146400,2023-10-21,2025-07-14,First,5228,7,2,12.50413870796351,Good,Worn Out,New,1
Bus,62967,Good,1,6,Petrol,Manual,2000,35800,2023-07-06,2024-12-26,Second,29192,4,3,12.366549271256346,Worn Out,Good,New,0
Bus,62344,Poor,0,6,Electric,Manual,1500,12578,2023-07-24,2024-08-05,First,15201,3,3,13.106651610688552,Worn Out,Good,New,0
SUV,35066,Good,5,10,Electric,Manual,1000,52367,2023-08-28,2025-02-16,First,24877,2,1,11.533320601571459,Good,Good,Weak,1
Truck,33304,Good,4,4,Diesel,Manual,2500,82097,2023-08-09,2025-03-20,First,19909,5,3,18.122515049939757,Worn Out,Worn Out,Weak,1
Car,56143,Poor,0,2,Petrol,Manual,800,63954,2023-12-15,2025-11-02,First,27614,4,2,16.30554240480706,New,Worn Out,New,1
Car,73777,Poor,2,6,Petrol,Manual,1000,126963,2023-10-22,2026-02-25,Third,12961,9,3,19.504764168651867,Good,Good,Good,1
Motorcycle,40904,Average,2,3,Electric,Manual,1000,135748,2023-12-03,2024-07-28,Second,10574,9,1,11.163905759645363,Worn Out,Good,New,0
Bus,40028,Average,0,4,Petrol,Automatic,2500,45155,2023-07-09,2024-12-13,First,12213,1,2,10.97700708816128,Good,New,Weak,1
Bus,61604,Poor,1,4,Petrol,Manual,800,136797,2023-08-26,2024-08-06,Third,11226,3,1,18.05305293144835,Good,New,Good,0
Truck,38104,Average,5,1,Electric,Manual,2000,108056,2023-04-30,2025-12-29,First,5798,7,1,10.106210093310779,Worn Out,New,Good,1
Bus,72602,Average,0,4,Diesel,Manual,2000,110857,2024-02-28,2025-09-22,First,28346,10,3,12.080765144463768,Worn Out,Good,New,1
Bus,68299,Good,3,4,Petrol,Automatic,1000,61605,2023-11-01,2024-05-28,First,27293,2,1,19.13430847968702,Worn Out,New,New,0
Truck,75152,Average,0,6,Electric,Automatic,800,130775,2023-08-30,2025-04-08,Second,6317,6,1,10.467655904289188,Worn Out,Worn Out,Weak,1
Motorcycle,70088,Poor,5,8,Diesel,Manual,1500,84208,2023-11-11,2025-05-29,Second,24964,1,2,13.475385250529351,Worn Out,Good,Weak,1
Van,74736,Good,5,1,Petrol,Manual,2000,145253,2024-02-26,2024-10-23,Third,11402,2,3,16.250292916666297,Worn Out,Good,New,1
Truck,54678,Average,2,3,Diesel,Manual,800,125524,2023-05-05,2024-09-23,Second,25751,9,0,17.57614850649222,Good,Good,Weak,1
Motorcycle,69820,Average,3,3,Petrol,Manual,800,89527,2023-06-06,2024-12-19,Third,24411,10,3,18.458461304345807,New,New,Good,1
Motorcycle,77947,Good,3,7,Petrol,Manual,2000,148955,2023-11-03,2024-08-18,First,13373,4,2,18.789767132448908,New,Worn Out,Good,1
SUV,37025,Average,5,10,Diesel,Automatic,2000,26784,2023-12-18,2026-01-03,First,10108,1,0,11.382423562839673,New,Worn Out,Weak,1
Bus,54230,Poor,4,3,Petrol,Manual,2000,9575,2023-11-17,2026-03-25,First,17157,2,0,15.603783008077688,Worn Out,Worn Out,New,1
SUV,70465,Good,4,3,Diesel,Manual,2000,140931,2023-06-17,2024-08-18,First,10217,2,1,19.26777754591515,Worn Out,Good,Good,1
Car,64206,Good,0,2,Electric,Automatic,2000,54642,2024-02-10,2025-12-27,First,23888,2,2,10.148156153236943,New,New,New,0
Motorcycle,45888,Poor,0,4,Diesel,Automatic,1500,141744,2023-12-29,2026-03-06,Second,7281,5,1,18.625619376627846,Good,Worn Out,Good,1
Truck,32246,Average,4,3,Diesel,Manual,1500,145317,2023-05-04,2025-07-11,Second,16814,5,0,12.218630105477935,Good,Worn Out,Good,1
Car,45764,Average,0,5,Diesel,Manual,2000,88108,2023-12-15,2026-01-23,Third,15119,5,3,18.855347809228114,Good,Good,New,0
Car,53810,Poor,3,5,Diesel,Automatic,1500,149297,2023-04-14,2025-07-01,First,11025,8,3,17.98099417513854,Worn Out,Good,Weak,1
Bus,68404,Poor,1,5,Electric,Automatic,2500,119373,2024-01-31,2025-04-17,First,20381,9,2,17.967299759637108,New,Worn Out,New,1
Car,40939,Good,5,2,Electric,Manual,1500,7548,2024-02-15,2025-02-28,Second,7880,4,1,10.749053990914536,New,New,New,1
Truck,31659,Average,1,9,Petrol,Automatic,2000,133969,2023-08-20,2024-12-04,First,24292,7,1,19.5912090622361,Worn Out,New,Good,0
Car,38169,Good,2,7,Diesel,Automatic,800,142818,2023-04-24,2025-07-01,First,19247,1,2,11.123623146147555,Worn Out,New,New,0
Motorcycle,50068,Average,4,5,Petrol,Automatic,1000,19079,2023-11-08,2025-02-23,First,11558,2,3,13.080832030188198,Good,Good,New,1
Bus,53580,Average,4,6,Electric,Automatic,2500,120453,2023-04-24,2024-12-04,Second,23763,10,3,13.123181048643115,Good,New,Weak,1
Van,39600,Good,5,1,Diesel,Manual,1500,127459,2024-02-21,2026-02-23,Second,24195,3,0,11.493128489439886,Worn Out,Good,New,1
Truck,52356,Average,3,1,Diesel,Automatic,2000,113127,2023-05-15,2025-02-17,First,11427,9,1,12.111538780627683,New,Worn Out,Good,1
Motorcycle,70959,Poor,2,6,Electric,Manual,800,107606,2023-05-26,2025-06-11,Third,5366,6,1,11.52723666454586,Worn Out,Good,New,1
Car,53164,Poor,3,7,Electric,Automatic,1000,120283,2023-04-20,2025-05-13,First,26281,6,1,14.235487584708899,New,Worn Out,New,1
SUV,33819,Good,3,4,Diesel,Automatic,1500,100215,2023-08-15,2026-02-19,First,5171,10,2,18.47838724844776,New,New,Weak,1
SUV,43048,Average,4,3,Diesel,Manual,2500,78538,2023-06-19,2024-08-08,First,13822,6,2,11.774603088553965,Good,New,New,1
Bus,40531,Good,3,2,Electric,Manual,1500,67927,2024-02-12,2025-12-22,Third,17114,7,0,11.717475554945594,Worn Out,New,Good,0
Bus,40640,Average,0,9,Petrol,Automatic,1500,145397,2023-09-28,2025-07-31,Second,16005,4,0,10.504086363469382,New,Worn Out,Good,1
Bus,52101,Average,0,4,Petrol,Automatic,1000,124333,2023-07-05,2024-10-16,Third,15015,6,2,16.92972740624454,New,Worn Out,Weak,1
Truck,33552,Good,3,7,Diesel,Automatic,800,102217,2023-12-29,2025-02-12,First,12861,10,1,14.064787635616451,New,Worn Out,New,1
SUV,34133,Good,1,4,Petrol,Manual,1000,134856,2024-01-20,2025-10-06,Third,24392,6,0,18.49539684295128,Good,Worn Out,Good,1
Car,35029,Good,0,4,Electric,Manual,1500,111073,2023-05-11,2024-07-06,First,9485,6,1,11.02129344093463,New,Good,Good,0
SUV,39570,Good,5,9,Petrol,Manual,2500,30709,2023-12-29,2024-11-27,Second,9278,7,2,12.081510254107425,New,New,New,1
Van,47744,Poor,4,6,Petrol,Manual,1000,35099,2023-06-20,2025-01-15,Second,26551,5,1,15.935053338377733,Worn Out,Good,Good,1
SUV,70462,Poor,2,8,Electric,Automatic,1000,18022,2023-11-11,2024-10-09,First,24616,2,3,19.255146359968883,Good,New,New,1
Truck,71582,Poor,5,8,Electric,Automatic,800,127887,2023-10-14,2025-01-21,First,7107,3,1,18.36689266443652,Worn Out,New,New,1
Bus,58475,Poor,5,2,Diesel,Manual,800,15568,2023-06-28,2025-11-08,Second,6331,4,0,10.821120731489541,Good,Good,Good,1
Motorcycle,35592,Poor,2,10,Electric,Automatic,2000,119143,2023-07-30,2026-03-26,Second,14000,10,2,14.838758572108466,New,Good,Good,1
Truck,57758,Average,5,5,Diesel,Automatic,2500,69316,2023-06-04,2026-03-09,Second,14932,9,1,19.242348376785195,Good,Worn Out,Good,1
Bus,36754,Good,3,4,Electric,Manual,1500,54823,2023-07-19,2025-01-16,Third,18253,5,2,11.099799429813663,Good,Worn Out,New,1
Truck,56950,Good,3,4,Petrol,Manual,2000,95374,2023-07-03,2025-05-13,First,14855,1,2,15.073242540939216,Worn Out,Good,New,0
SUV,59745,Good,3,4,Diesel,Manual,2500,145905,2023-09-22,2025-07-14,Second,15219,4,1,12.301639174004407,Good,New,Weak,1
SUV,70652,Average,1,1,Electric,Automatic,800,105709,2023-08-11,2025-07-24,Third,16800,3,0,16.312941961844707,New,Worn Out,New,1
SUV,79619,Average,2,5,Diesel,Manual,800,88078,2024-02-11,2025-01-21,Third,10876,7,3,17.800429443617674,New,New,Weak,1
SUV,61415,Poor,3,8,Electric,Automatic,1500,65946,2023-04-29,2024-11-14,First,22433,9,3,15.514131202105663,Worn Out,Worn Out,Good,1
SUV,76726,Poor,2,1,Petrol,Automatic,2500,82285,2023-08-31,2026-01-02,Third,27443,9,2,14.543577160179524,Worn Out,New,Weak,1
SUV,65986,Good,4,2,Diesel,Manual,2500,1034,2023-08-25,2026-03-08,Third,25821,1,0,18.87294030731565,New,Good,New,1
Van,75905,Average,5,2,Diesel,Manual,1000,68181,2024-02-12,2025-04-08,First,17611,3,1,13.008329069326283,Good,Good,Weak,1
Motorcycle,42653,Good,5,5,Electric,Automatic,2000,136763,2023-09-08,2024-06-27,Third,8008,10,3,18.922379737322586,Worn Out,Good,Good,1
Car,64351,Average,3,1,Electric,Automatic,1500,116674,2023-05-17,2025-01-26,Second,20981,9,1,12.137448884884552,New,Worn Out,Good,1
Bus,59863,Good,5,3,Diesel,Manual,2500,97338,2023-07-29,2024-05-24,Second,29512,10,2,18.181578647279462,Good,Good,Weak,1
Truck,67323,Average,5,6,Electric,Manual,2000,112370,2023-12-13,2024-10-19,Second,22134,7,2,16.96028400706404,Good,Worn Out,New,1
Car,69422,Average,2,9,Petrol,Manual,800,20950,2023-05-29,2024-09-16,First,17414,1,2,11.401854599835215,New,New,New,0
SUV,55519,Poor,3,8,Electric,Automatic,2500,79716,2023-04-21,2025-07-25,Third,21206,2,1,11.753999836532978,Good,Worn Out,Weak,1
Motorcycle,33147,Average,1,7,Electric,Automatic,2500,106077,2023-11-13,2025-09-28,Third,11973,10,0,13.889550936733647,Worn Out,Good,Weak,1
Truck,33432,Average,0,5,Petrol,Automatic,800,131108,2023-10-16,2025-06-19,Second,14709,6,0,13.049239344176819,Worn Out,Good,Good,0
Car,62766,Average,1,8,Petrol,Automatic,1500,101554,2023-05-29,2024-12-17,First,15838,3,2,13.7837529842304,Worn Out,Good,New,0
Van,61556,Poor,2,3,Petrol,Manual,2500,145441,2023-07-13,2025-11-23,Second,12124,7,1,12.259611319656086,New,Good,Good,1
Bus,79629,Poor,4,10,Electric,Manual,800,2190,2023-05-23,2025-10-19,Second,10460,4,1,18.664494741938164,New,New,New,1
Bus,36055,Poor,3,4,Electric,Manual,2500,130060,2023-07-23,2025-09-13,First,23454,10,0,13.536189459515217,New,Worn Out,New,1
Bus,39755,Good,0,5,Diesel,Automatic,2500,73592,2023-11-28,2024-05-10,First,23178,6,3,11.703320907837329,New,Good,Weak,1
Van,54487,Poor,1,4,Petrol,Automatic,1000,115763,2023-06-15,2025-05-06,First,12256,8,1,17.994929862575646,New,New,Weak,1
Bus,38420,Poor,5,5,Electric,Manual,1500,131619,2024-01-16,2025-05-27,Third,19714,8,3,14.224003806335439,Worn Out,Good,Weak,1
SUV,53558,Average,1,10,Petrol,Manual,2500,146601,2024-02-18,2025-05-04,Third,15205,5,2,14.725776026098913,Worn Out,New,New,0
Bus,36887,Average,5,4,Diesel,Manual,2000,46245,2023-08-28,2024-05-16,Third,25104,3,1,19.509739919203195,Good,Worn Out,Weak,1
Truck,30285,Good,5,10,Diesel,Manual,2500,2494,2024-01-06,2024-09-30,First,18282,6,2,14.98588226265685,New,New,Good,1
Van,32679,Average,5,2,Petrol,Automatic,2500,2783,2023-07-31,2025-03-31,First,11902,8,1,14.397778660330072,New,Good,New,1
Motorcycle,31229,Poor,0,9,Diesel,Automatic,2000,33679,2023-05-02,2025-05-02,Third,7755,7,0,18.258180457444382,Worn Out,Good,Weak,1
Motorcycle,75265,Poor,1,8,Electric,Automatic,2500,40430,2023-11-02,2024-11-22,Third,20741,10,2,12.251402211363075,New,New,New,1
Truck,54843,Average,2,9,Petrol,Automatic,800,109875,2023-12-04,2026-02-09,Second,19115,7,1,18.90132895676207,Worn Out,New,Weak,1
Bus,39374,Poor,1,7,Petrol,Manual,1500,25247,2023-08-24,2025-09-11,First,5140,5,3,12.584638538260522,Worn Out,Worn Out,Weak,1
SUV,47029,Good,2,3,Petrol,Automatic,1500,138746,2023-05-24,2026-03-11,First,5919,2,3,15.166400624831233,Good,Good,New,0
Truck,74436,Good,1,6,Electric,Manual,1000,22899,2023-04-28,2025-09-18,Third,15664,3,2,15.283272723387542,Worn Out,New,Weak,1
Motorcycle,55617,Average,2,10,Petrol,Manual,2000,32479,2023-05-18,2024-07-08,Second,5711,2,3,12.68946833926415,Worn Out,New,Good,0
Truck,56581,Average,2,1,Petrol,Manual,800,91026,2023-11-21,2026-02-20,First,17695,8,0,13.372504434648071,Worn Out,Worn Out,Weak,1
Truck,73963,Poor,1,1,Diesel,Automatic,2000,73663,2023-11-23,2025-06-02,First,27754,10,2,14.917752778780056,Worn Out,New,New,1
Car,47320,Average,5,1,Electric,Automatic,1000,82886,2023-12-22,2025-04-10,Third,7632,10,3,16.676357944989277,Worn Out,Worn Out,Weak,1
Truck,60042,Good,0,9,Diesel,Automatic,800,63859,2023-12-09,2025-04-18,Third,21197,5,1,12.987634149199792,Worn Out,Good,Weak,1
SUV,78075,Good,2,1,Electric,Manual,2000,124274,2023-11-29,2025-05-31,Second,26694,9,0,16.067837341761095,Worn Out,New,Weak,1
Van,37512,Poor,1,4,Diesel,Manual,800,121821,2023-09-04,2025-08-21,First,23614,2,1,10.732867175474297,Good,New,Good,0
Van,37835,Good,3,2,Electric,Manual,2000,35178,2023-06-17,2025-03-13,First,7983,2,2,19.14843069263219,Good,Worn Out,Weak,1
Car,54633,Poor,5,5,Electric,Manual,800,129279,2023-10-14,2024-12-29,Second,26543,8,1,18.177675480490024,Worn Out,New,New,1
Bus,46986,Average,5,1,Electric,Automatic,2000,56486,2023-06-29,2026-01-13,Third,11952,9,2,13.704918467865074,Good,New,Weak,1
Car,54976,Average,3,2,Diesel,Automatic,800,117888,2023-11-12,2024-08-17,First,29594,7,0,10.043772412448417,New,Worn Out,Weak,1
Truck,31448,Average,5,4,Electric,Automatic,1500,50817,2023-12-24,2024-11-28,First,23532,8,0,19.59897005926916,Worn Out,Good,Weak,1
Bus,66556,Average,5,8,Petrol,Manual,800,136823,2023-09-09,2025-06-07,Second,13183,3,3,15.809525281863042,New,New,Good,1
Car,52820,Poor,5,9,Diesel,Manual,1500,92470,2023-06-12,2026-02-20,Second,5168,8,0,11.614505096375158,Worn Out,Good,New,1
Van,37177,Good,4,4,Electric,Automatic,800,37077,2024-02-25,2024-07-28,Third,18360,6,1,16.754487545424656,New,Worn Out,Weak,1
Car,79404,Average,1,4,Diesel,Manual,800,73397,2023-10-27,2024-08-08,Third,8146,5,0,12.041298421765763,New,New,New,0
SUV,75182,Good,2,7,Petrol,Automatic,2000,106327,2023-04-04,2026-01-09,Second,10265,10,1,11.017592023243788,New,Worn Out,Good,1
Truck,49705,Good,0,9,Diesel,Manual,2500,108747,2023-09-20,2025-03-09,Third,17934,1,2,16.689734143981156,New,Worn Out,Good,1
Car,34148,Good,2,4,Diesel,Automatic,2000,95256,2023-05-20,2025-04-08,First,27199,5,3,15.293471736390277,Good,Worn Out,Good,1
SUV,50923,Average,2,8,Electric,Manual,1500,81931,2023-06-17,2025-12-26,First,17240,3,3,11.373240454380088,Worn Out,Good,New,0
Van,67416,Good,5,7,Diesel,Manual,1000,146769,2023-11-24,2024-12-10,Third,16269,3,2,13.27054277315391,New,New,New,1
Car,34201,Poor,0,9,Petrol,Automatic,2000,146073,2024-01-17,2025-04-08,Second,18302,4,0,12.753331363213308,Good,Good,Good,0
Truck,64411,Poor,5,1,Petrol,Manual,2000,67107,2023-12-16,2024-10-19,First,14588,5,0,18.707717772376796,Good,Good,Good,1
Bus,79492,Good,1,10,Diesel,Automatic,800,64491,2023-04-05,2025-04-04,Second,7483,4,1,10.697679604060315,Worn Out,Good,New,0
Van,54509,Average,2,2,Diesel,Manual,1500,61948,2023-10-24,2024-09-08,Second,10626,3,2,19.916533635507154,Worn Out,Good,Good,0
Motorcycle,76515,Good,2,7,Electric,Manual,800,122730,2023-12-13,2025-10-06,First,8866,4,1,17.681543651926464,Worn Out,New,Good,0
Truck,64528,Good,1,9,Electric,Manual,800,34866,2023-10-06,2024-07-28,Third,14169,7,2,17.98638404898975,Worn Out,New,New,0
Van,71552,Average,4,2,Diesel,Manual,1000,143569,2023-08-24,2025-12-12,First,26218,8,3,19.793856912767225,Worn Out,Worn Out,Good,1
Bus,55487,Good,3,5,Petrol,Automatic,1000,112969,2023-08-24,2024-10-02,Third,21627,4,2,16.240797947454812,Worn Out,New,Weak,1
Car,47414,Poor,2,8,Electric,Automatic,800,141433,2024-02-16,2026-02-21,Third,25123,6,0,19.176263212880933,New,Worn Out,New,1
SUV,66359,Good,4,8,Electric,Automatic,1000,28394,2023-08-03,2025-01-15,Third,28325,8,0,19.773703711025433,Good,Worn Out,Good,1
Car,61175,Good,5,9,Diesel,Automatic,1500,41700,2023-07-26,2025-03-31,Third,19426,4,3,14.957289464444155,Good,Good,Good,1
SUV,77309,Good,2,4,Diesel,Manual,2000,10035,2024-01-25,2025-04-10,Second,14448,6,3,16.802929105767447,Worn Out,Good,Good,0
Motorcycle,33372,Average,2,6,Diesel,Automatic,1500,134865,2023-09-28,2025-06-20,Third,19197,10,3,10.675925352344196,Worn Out,Worn Out,Weak,1
Car,37461,Average,1,2,Diesel,Automatic,1000,95222,2023-10-25,2025-08-18,Third,22268,3,0,11.837358154297362,Worn Out,Worn Out,Good,1
Motorcycle,31123,Good,1,6,Petrol,Automatic,1500,80112,2023-04-09,2024-10-31,Third,11024,9,2,19.776054992043502,Worn Out,Good,Good,1
Bus,52563,Poor,1,7,Diesel,Automatic,2500,66805,2023-11-14,2025-09-12,Third,11365,6,1,17.760267935614166,Worn Out,Worn Out,Weak,1
Car,56013,Good,2,6,Petrol,Automatic,2000,78286,2023-11-16,2025-06-02,Second,12696,5,0,17.876465515390503,Good,New,New,0
Truck,52833,Poor,4,4,Electric,Manual,1000,49615,2024-01-28,2024-05-08,Third,21618,4,0,18.336244095936284,New,New,Good,1
Motorcycle,30513,Poor,2,1,Petrol,Manual,2500,136179,2023-07-11,2025-07-07,Second,24630,6,1,16.331623053231937,Good,New,New,1
Car,66054,Average,1,5,Electric,Manual,1500,79829,2024-01-01,2025-05-12,Second,27959,6,0,10.637119953168316,Good,New,Good,0
Truck,77874,Poor,3,10,Petrol,Automatic,800,86756,2023-09-14,2024-11-21,Third,27368,1,2,14.107948405652184,Good,Worn Out,Good,1
Truck,43936,Good,5,4,Diesel,Automatic,1500,127537,2023-11-19,2025-10-29,Second,7396,8,3,19.813529165940505,New,Good,Good,1
Motorcycle,44920,Poor,4,4,Diesel,Automatic,2500,38275,2023-07-16,2025-10-16,Third,6499,10,0,11.953829750891487,Worn Out,Worn Out,Weak,1
Van,34081,Average,3,8,Electric,Automatic,1500,134282,2023-11-28,2025-03-06,Second,11367,3,0,13.74087221052503,Worn Out,Worn Out,New,1
Motorcycle,56818,Poor,3,6,Electric,Manual,800,130442,2023-06-29,2025-01-18,Third,17385,2,0,18.403772703744266,Worn Out,Worn Out,Weak,1
SUV,44311,Good,1,5,Petrol,Manual,800,6856,2023-08-24,2024-05-26,Third,22766,10,3,10.587355429356286,Good,New,New,1
Truck,55700,Good,3,2,Electric,Manual,2000,85686,2023-10-05,2025-12-20,Third,19010,10,0,11.103577112415014,Good,Good,Weak,1
Truck,43160,Average,4,1,Diesel,Automatic,2000,58178,2023-09-26,2025-01-19,Third,26982,4,0,15.206662423421626,Good,Worn Out,Good,1
SUV,51051,Good,2,2,Diesel,Manual,800,66877,2023-12-26,2025-07-30,Second,21068,6,1,11.881645573040544,Worn Out,New,Weak,1
Car,51867,Average,5,4,Petrol,Manual,1500,120817,2023-08-14,2024-12-01,First,22589,9,0,14.525376606243478,Worn Out,New,Weak,1
Bus,50350,Good,1,10,Electric,Automatic,2500,16352,2023-05-04,2025-11-21,Second,28310,2,1,14.223538677099897,Worn Out,Worn Out,Good,1
Truck,54917,Poor,5,1,Electric,Manual,2000,103198,2024-02-18,2025-06-04,Third,24843,7,2,11.74839022113202,Worn Out,Worn Out,Good,1
Car,32512,Good,4,1,Electric,Manual,1500,59511,2024-02-05,2025-08-12,Third,23210,1,3,12.58728860762616,Good,Worn Out,Good,1
SUV,73664,Average,3,10,Diesel,Automatic,2500,37873,2024-01-01,2025-06-30,First,29053,2,2,18.767308040455937,Good,Worn Out,Weak,1
Bus,48085,Poor,3,10,Diesel,Automatic,1500,111737,2023-05-07,2025-06-06,Second,25164,4,1,16.97507372854856,New,Good,New,1
Bus,73695,Average,4,9,Petrol,Automatic,2500,89173,2023-11-27,2025-03-01,Third,17316,5,0,12.41015146622694,Worn Out,Worn Out,Good,1
SUV,54325,Average,1,3,Diesel,Manual,2500,31722,2023-04-11,2024-09-24,First,27907,1,2,14.894147247750066,Worn Out,Worn Out,Good,1
Motorcycle,40806,Average,5,4,Diesel,Automatic,2500,5173,2023-05-13,2024-05-05,First,13628,4,0,12.012584248703707,New,Worn Out,Weak,1
SUV,45468,Average,1,1,Diesel,Automatic,2000,43196,2023-04-27,2024-07-31,First,26429,3,2,16.93324484603359,Good,Good,Weak,1
SUV,53908,Good,3,3,Petrol,Automatic,800,21185,2024-01-20,2026-02-07,Third,12331,5,0,18.040978727527982,Worn Out,Worn Out,New,1
Motorcycle,36603,Poor,5,10,Electric,Automatic,2500,69095,2023-09-26,2024-08-17,Second,25359,3,3,19.48599359673348,Good,New,Good,1
Van,79566,Good,4,6,Diesel,Automatic,1000,79190,2024-02-13,2025-09-10,Second,18999,1,2,10.86702207006629,Good,Worn Out,Weak,1
Car,48607,Poor,0,6,Diesel,Automatic,2500,3811,2023-12-06,2025-02-16,First,16071,1,3,17.070734747916482,Worn Out,Worn Out,Weak,1
Car,40455,Poor,2,2,Petrol,Manual,1500,129619,2023-10-17,2025-12-02,First,10575,6,2,15.919194746447301,Worn Out,Good,Good,1
Bus,65491,Poor,0,2,Electric,Manual,1500,97698,2023-04-27,2024-07-10,First,22770,8,0,19.14865756668496,Worn Out,Good,Weak,1
Bus,72363,Good,3,10,Petrol,Manual,2000,12619,2023-08-31,2025-09-13,Third,21239,5,3,19.976402887872275,Good,Worn Out,New,1
SUV,74742,Good,1,10,Electric,Automatic,2500,5390,2023-04-22,2024-12-21,Third,12496,2,2,10.94514660223578,Worn Out,New,Good,0
SUV,35869,Poor,0,10,Electric,Automatic,1000,112532,2023-11-11,2024-07-25,First,27019,10,1,15.961299314191217,New,Good,New,0
Bus,31889,Good,1,4,Diesel,Manual,1500,111779,2023-10-28,2025-11-20,First,17219,7,2,15.557008361740378,Worn Out,Worn Out,Weak,1
Van,48315,Poor,2,1,Electric,Automatic,1500,91288,2023-11-08,2025-03-19,Third,23003,9,0,14.951785966080507,Worn Out,New,Weak,1
Motorcycle,69655,Poor,1,6,Petrol,Automatic,2500,34761,2023-04-24,2025-06-20,Third,29639,4,1,13.0630731045923,New,New,Good,0
